tsne-1,tsne-2,tsne-3,label,image_name
-14.341745,-16.338991,7.0450535,2,image_6144.png
-8.395681,21.01466,-4.078187,9,image_6145.png
20.898825,-13.88545,-0.87734014,0,image_6146.png
-19.069328,16.044464,-3.6216779,7,image_6147.png
-0.5356078,-12.599217,-14.578234,3,image_6148.png
-8.5676,21.048973,-4.527732,9,image_6149.png
28.673485,7.314347,-2.495363,6,image_6150.png
7.0253606,2.3652916,14.287603,5,image_6151.png
3.077389,-2.5275455,-16.434166,8,image_6152.png
-1.4380326,2.4871144,-0.8361724,8,image_6153.png
-2.104982,10.095398,-1.0155635,4,image_6154.png
-8.551578,21.253002,-3.2747483,9,image_6155.png
8.702443,20.429277,-9.310508,9,image_6156.png
27.170612,2.7847703,-0.31244797,6,image_6157.png
-1.0816196,0.56977606,-6.9984994,8,image_6158.png
27.619875,10.1775255,-7.369483,6,image_6159.png
-2.8907814,13.431923,0.7030443,4,image_6160.png
0.78503877,-19.13086,15.416342,2,image_6161.png
3.24757,17.310726,-5.9583335,9,image_6162.png
1.271387,1.6822587,-3.8276865,8,image_6163.png
5.5707626,16.359371,-10.20479,9,image_6164.png
-20.441397,-9.056179,3.0338104,1,image_6165.png
-2.4531798,19.542564,-3.9963338,9,image_6166.png
-22.12533,19.09339,-2.2549765,7,image_6167.png
-0.9669902,-18.743692,8.857954,2,image_6168.png
1.6811416,0.88198566,17.448215,5,image_6169.png
7.385562,-13.213257,-5.075096,3,image_6170.png
1.1150569,2.2348247,17.17646,5,image_6171.png
-2.303895,-15.644636,9.729834,2,image_6172.png
-21.304018,18.781248,-3.8028982,7,image_6173.png
-0.15636939,14.988481,-12.578332,9,image_6174.png
10.0716305,-18.866446,-10.0321045,3,image_6175.png
-16.043045,10.686463,-1.4128691,7,image_6176.png
6.3557286,1.0266595,13.955537,5,image_6177.png
17.353312,6.3198433,3.570117,6,image_6178.png
23.625881,-13.660864,5.8796997,0,image_6179.png
1.7829907,3.2439904,15.691532,5,image_6180.png
-18.750015,-9.909509,-5.6896033,1,image_6181.png
4.662662,-6.808338,-18.517656,3,image_6182.png
-21.618917,-9.751938,-0.4742294,1,image_6183.png
13.621611,17.868122,-1.5023651,4,image_6184.png
3.2783852,-17.580198,-17.85122,3,image_6185.png
-12.89419,-3.6737084,-14.093527,1,image_6186.png
-2.755592,-2.4097414,-5.629522,8,image_6187.png
5.7025385,0.3261597,1.443325,5,image_6188.png
4.0113854,18.176668,10.002695,4,image_6189.png
-9.130817,-21.378212,13.619328,2,image_6190.png
-7.2066293,22.728962,-1.5675315,9,image_6191.png
-19.965391,-1.525022,-10.519291,1,image_6192.png
3.0931294,16.429434,9.925122,4,image_6193.png
25.57062,5.9307156,2.4609053,6,image_6194.png
6.2237105,1.2798287,13.758159,5,image_6195.png
-2.1907833,-1.6829361,-10.096017,8,image_6196.png
-18.790771,-11.319368,0.5002718,1,image_6197.png
7.02124,-1.5605663,-1.1159463,5,image_6198.png
-2.3210952,-4.4082165,-2.4160857,8,image_6199.png
7.361712,-1.9157406,-9.745934,5,image_6200.png
28.7245,4.1455445,-0.19138847,6,image_6201.png
-3.5687602,13.199769,3.014624,7,image_6202.png
-2.4602299,-1.7514949,-0.69648594,8,image_6203.png
-9.687048,-27.800112,5.6811824,2,image_6204.png
-8.863915,20.730707,4.5310354,9,image_6205.png
-12.174515,-3.9902973,-16.409374,1,image_6206.png
14.909727,-13.88516,10.924895,0,image_6207.png
-18.104357,-5.864156,-4.515271,1,image_6208.png
-22.064476,-7.3862915,-3.296531,1,image_6209.png
8.571397,17.779705,-5.5155573,4,image_6210.png
-15.175266,-17.101797,12.403599,2,image_6211.png
-12.544807,-23.90506,8.124333,2,image_6212.png
3.6342607,-17.074177,-0.39482945,3,image_6213.png
-0.7357011,0.3095307,-6.8951755,8,image_6214.png
0.6528549,10.642438,4.055024,4,image_6215.png
7.068918,-9.855846,-12.5002575,3,image_6216.png
11.449746,-1.132826,1.7941256,5,image_6217.png
4.4340763,10.731616,-1.3104396,4,image_6218.png
22.527105,7.0455694,1.2463145,6,image_6219.png
-10.149568,23.25519,0.37408552,4,image_6220.png
-12.921459,19.403118,-1.7781081,7,image_6221.png
-6.877304,-18.787477,13.292996,2,image_6222.png
-2.2283654,-1.4401028,-0.24741401,8,image_6223.png
-15.225147,9.1253395,1.2384117,7,image_6224.png
-8.104261,23.617062,-0.35047978,9,image_6225.png
-17.805054,-8.29231,-8.997759,1,image_6226.png
13.958576,-12.882989,10.529827,0,image_6227.png
13.710363,-12.169471,-0.30593914,0,image_6228.png
-17.22739,-4.7440214,1.914171,1,image_6229.png
5.04471,-6.8097086,-13.726213,3,image_6230.png
-14.913647,-15.730063,12.886777,2,image_6231.png
-17.225765,-3.5980322,-6.384466,1,image_6232.png
3.5681262,-17.489378,-1.774584,3,image_6233.png
8.248826,23.255358,-10.303394,9,image_6234.png
0.54610837,10.701806,4.0776906,4,image_6235.png
17.58059,-2.3593364,0.01572235,6,image_6236.png
10.450308,-1.7583585,1.4913087,5,image_6237.png
10.218997,21.602749,-10.465916,9,image_6238.png
23.79695,6.8847876,1.1787877,6,image_6239.png
1.7005326,-0.58724225,-6.3356395,8,image_6240.png
-12.51304,19.9063,-2.3188717,7,image_6241.png
0.74306095,-2.4709635,-8.167674,8,image_6242.png
-2.8891,-2.7543993,1.6967417,8,image_6243.png
-16.230183,-3.3428833,-13.599416,1,image_6244.png
15.962154,-13.937168,9.542166,0,image_6245.png
16.244581,3.668074,5.066948,6,image_6246.png
-18.275646,-7.535094,-2.4229596,1,image_6247.png
-19.31281,9.317438,1.4166999,7,image_6248.png
-14.919707,-16.297909,12.770402,2,image_6249.png
-13.993452,7.8973484,1.6932503,7,image_6250.png
3.6154678,-17.255814,-0.17206953,3,image_6251.png
-11.720268,-24.274,7.921046,2,image_6252.png
6.7471166,16.92636,4.2834363,4,image_6253.png
-14.678201,-0.9239493,-4.8533907,1,image_6254.png
7.628974,0.25123838,13.789835,5,image_6255.png
12.9401245,19.364674,1.4048378,4,image_6256.png
23.635534,7.1062694,1.2952989,6,image_6257.png
11.688442,17.331055,2.8515553,4,image_6258.png
-13.033748,19.849205,-3.4895005,7,image_6259.png
-0.98203444,10.673628,-2.6919675,4,image_6260.png
-2.6390274,-1.9872718,-0.7511992,8,image_6261.png
-18.668152,-2.110796,-2.2645652,1,image_6262.png
-8.596171,18.211586,1.5674971,9,image_6263.png
4.433401,0.48761562,2.8517015,5,image_6264.png
23.1053,8.045636,2.046995,6,image_6265.png
24.594803,2.9545357,-6.300942,6,image_6266.png
22.459791,7.770047,0.14738645,6,image_6267.png
3.2850754,18.41507,-1.5556078,4,image_6268.png
7.8707013,-10.82577,6.4127893,3,image_6269.png
-13.996554,-17.697224,6.80232,2,image_6270.png
0.6795068,10.854297,4.2200584,4,image_6271.png
-3.2060905,11.029797,-2.9178288,9,image_6272.png
-5.0887814,-17.973043,17.585999,2,image_6273.png
10.84831,-4.364498,-2.3872566,5,image_6274.png
-3.6421914,-1.4962817,-0.29075903,8,image_6275.png
5.610593,0.3325313,12.248224,5,image_6276.png
-23.379196,-4.8369417,-0.47233057,1,image_6277.png
-11.666642,14.104329,-5.302024,7,image_6278.png
9.36259,-11.91901,9.34362,0,image_6279.png
-14.941819,18.70448,-14.152018,7,image_6280.png
24.360634,7.4078217,0.5646502,6,image_6281.png
1.5725069,-8.895186,-10.792424,3,image_6282.png
-1.4286622,17.43941,6.807755,4,image_6283.png
-5.264833,8.919697,-10.299664,8,image_6284.png
-2.8507829,25.353838,-2.9618826,9,image_6285.png
4.0290575,-12.212198,-11.196511,3,image_6286.png
-12.97232,19.735256,-2.276057,7,image_6287.png
-5.479128,-3.1127439,-9.438506,8,image_6288.png
-15.167659,-16.939474,12.496158,2,image_6289.png
8.100341,-5.7473,-3.8378937,5,image_6290.png
3.7457237,-18.354258,-0.6426696,3,image_6291.png
11.675057,-16.638958,3.4948587,0,image_6292.png
1.5848829,-19.650566,-4.622975,3,image_6293.png
-8.098164,15.068178,0.79553396,9,image_6294.png
-7.906561,23.727537,-0.3820585,9,image_6295.png
24.717014,-19.567242,5.4530754,0,image_6296.png
2.998348,-18.010338,-1.2580854,3,image_6297.png
1.7122039,-7.1810637,-16.978863,3,image_6298.png
3.2295735,-17.823427,-1.5964818,3,image_6299.png
7.708885,-1.6686289,-6.3846846,5,image_6300.png
-2.752915,25.370457,-3.2214522,9,image_6301.png
20.3462,-10.199141,1.1199994,0,image_6302.png
-21.615622,-9.610089,-0.5096443,1,image_6303.png
-10.273285,9.957076,-9.06324,7,image_6304.png
6.784322,-2.1896536,14.575588,5,image_6305.png
7.941741,18.03159,-11.630243,9,image_6306.png
-14.97211,-15.881476,12.811487,2,image_6307.png
11.086058,23.778322,-6.233565,4,image_6308.png
3.6019263,-17.230745,-0.24552925,3,image_6309.png
-0.23148337,15.210825,-6.6628566,9,image_6310.png
-17.911709,-9.374819,-3.3395889,1,image_6311.png
5.1419687,15.366945,4.4140587,4,image_6312.png
27.351746,8.571087,-1.3048354,6,image_6313.png
12.929733,17.871357,-4.2147164,4,image_6314.png
-12.765749,20.092505,-2.5210297,7,image_6315.png
15.842534,-10.991956,0.83298516,0,image_6316.png
5.249308,-17.53574,-7.597962,3,image_6317.png
-15.984211,-6.340591,-8.615481,1,image_6318.png
-12.952559,19.25497,-1.5486971,7,image_6319.png
15.8502245,-10.844715,-2.526204,0,image_6320.png
-1.1297202,-5.292383,-4.1276402,8,image_6321.png
-3.8629405,-0.8915354,-4.53049,8,image_6322.png
-2.3478825,16.995739,6.9452925,4,image_6323.png
8.927514,1.4533901,6.1896887,5,image_6324.png
15.008411,-13.611984,11.293247,0,image_6325.png
14.972632,-14.529367,1.9663327,0,image_6326.png
-14.980396,-15.857353,12.821562,2,image_6327.png
-14.544067,-3.6100154,-7.6660233,1,image_6328.png
0.94341743,11.274909,4.576642,4,image_6329.png
16.921238,-18.26862,8.963672,0,image_6330.png
11.031595,-11.831013,7.6196904,0,image_6331.png
12.68293,-17.86428,4.8738675,0,image_6332.png
-13.031149,19.608364,-3.8664858,7,image_6333.png
-9.599253,14.347096,0.4779541,9,image_6334.png
-2.9273765,-1.9401467,-0.92995125,8,image_6335.png
1.3351067,17.19453,1.2872369,4,image_6336.png
12.509464,-13.469369,9.347154,0,image_6337.png
25.967527,3.2288277,4.908222,6,image_6338.png
-12.459892,20.132683,-2.2967532,7,image_6339.png
5.4689655,-11.851707,-12.839687,3,image_6340.png
14.0418005,-12.369887,6.681865,0,image_6341.png
-1.5680548,-8.145368,-14.665678,3,image_6342.png
22.775587,7.3968506,-0.63008237,6,image_6343.png
-1.8842397,-14.401593,9.733606,2,image_6344.png
16.185259,19.692753,7.03661,9,image_6345.png
6.3128333,-2.3114185,8.657788,5,image_6346.png
3.5449991,-17.793114,-0.55265516,3,image_6347.png
-11.840614,-8.24441,12.531294,2,image_6348.png
-5.2054696,-17.54277,17.397896,2,image_6349.png
6.106321,-8.306107,-13.714991,3,image_6350.png
-1.2879186,17.33545,6.9772406,4,image_6351.png
4.817261,1.7915608,-1.5073328,5,image_6352.png
-2.0908222,-4.2585015,-2.4932513,8,image_6353.png
4.2791867,-3.799567,-8.790634,8,image_6354.png
28.26534,7.222387,-2.0269303,6,image_6355.png
-24.338175,-4.0278516,1.2503407,1,image_6356.png
13.859815,-12.525007,7.5449924,0,image_6357.png
-17.817963,19.012573,-3.2971604,7,image_6358.png
8.396509,-0.29172105,13.253848,5,image_6359.png
-11.574307,-23.399052,8.762272,2,image_6360.png
-13.073961,11.656074,-2.0137503,7,image_6361.png
-16.329786,-16.158844,6.3788123,3,image_6362.png
11.935917,-4.631569,-2.071933,5,image_6363.png
