tsne-1,tsne-2,tsne-3,label,image_name
5.829778,-4.1650386,0.37411165,5,image_0.png
15.627466,-16.924385,7.566832,0,image_1.png
14.243111,19.320215,-0.39499152,4,image_2.png
-23.834267,-1.3392953,7.2824326,1,image_3.png
-2.9993649,15.897885,-2.097757,9,image_4.png
-5.717583,-15.8166485,18.44047,2,image_5.png
-11.311646,-3.8574357,-19.45691,1,image_6.png
-3.8295548,-21.016958,-5.9528103,3,image_7.png
-14.824282,-1.4663546,-18.080975,1,image_8.png
0.66424125,12.774754,11.007638,4,image_9.png
2.8034132,-13.803346,-7.753441,3,image_10.png
1.2974147,-0.5350956,14.421035,5,image_11.png
5.568673,-10.928911,-16.089373,3,image_12.png
26.062193,6.7615404,3.3555732,6,image_13.png
-17.899076,-3.7626913,-18.483612,1,image_14.png
-19.534445,14.264777,4.723291,7,image_15.png
-2.6837308,-18.007048,9.313096,2,image_16.png
-5.7967763,-6.3050604,2.8064497,8,image_17.png
18.614393,0.5295392,1.3279511,6,image_18.png
-9.853666,10.206977,7.3823733,9,image_19.png
11.179233,22.892357,-3.520949,4,image_20.png
16.387611,-16.391197,8.017417,0,image_21.png
-7.3663807,11.957514,8.509889,9,image_22.png
-23.55723,-1.5190434,7.5636764,1,image_23.png
-13.340459,-3.6412916,-6.844926,1,image_24.png
-9.981282,-27.24183,5.947534,2,image_25.png
0.6650477,16.53083,-1.0025624,4,image_26.png
7.941066,-20.569616,-10.681093,3,image_27.png
-22.38891,7.328797,6.8109336,2,image_28.png
-17.249102,9.20085,11.61824,7,image_29.png
9.035452,-5.9142404,-19.02064,3,image_30.png
-7.4734406,-6.053694,5.4882946,8,image_31.png
19.050507,9.094668,-0.53507036,6,image_32.png
-11.392886,11.008423,7.4523096,9,image_33.png
9.388493,-12.152044,9.1761265,0,image_34.png
3.40298,-2.9069648,12.254995,5,image_35.png
19.2607,10.717596,3.138582,6,image_36.png
11.786395,-13.207342,9.106451,0,image_37.png
-10.750671,9.76679,-10.613214,7,image_38.png
23.90407,8.626581,1.9812288,6,image_39.png
