tsne-1,tsne-2,tsne-3,label,image_name
-15.733484,9.504311,1.6733274,7,image_2048.png
3.595202,0.81151605,8.279005,5,image_2049.png
-0.32384163,12.016994,-5.330873,4,image_2050.png
24.37675,-14.225671,7.378178,0,image_2051.png
5.5359955,18.162815,-0.1859097,4,image_2052.png
0.23717758,-18.43743,17.078705,2,image_2053.png
-15.246516,13.088279,-3.0983288,7,image_2054.png
-14.955363,10.557118,-3.6979575,7,image_2055.png
11.656054,-5.6436796,-10.164391,5,image_2056.png
-1.1291714,-5.1747937,-4.1734285,8,image_2057.png
18.897635,-13.800696,0.9326793,0,image_2058.png
20.46528,11.099203,2.8533,6,image_2059.png
3.4593976,19.265774,-7.9510145,9,image_2060.png
19.792141,6.307377,12.679475,6,image_2061.png
17.907415,-1.2728473,-0.9504183,6,image_2062.png
-2.351889,0.91005695,-4.0205255,8,image_2063.png
5.1903844,14.654516,-4.0763917,7,image_2064.png
0.069357656,-18.902023,9.811923,2,image_2065.png
8.924935,-13.534051,5.935044,0,image_2066.png
-2.7784982,-1.8921825,-1.764092,8,image_2067.png
5.048042,-0.13325909,-10.79773,8,image_2068.png
5.7356935,20.073587,-1.3408749,4,image_2069.png
-8.514682,-7.0312943,0.15077977,8,image_2070.png
5.1551447,16.44676,7.72293,4,image_2071.png
2.9250546,14.807313,-11.782305,4,image_2072.png
-11.859946,-14.9653425,10.856017,2,image_2073.png
5.139706,-6.2522306,-15.11319,3,image_2074.png
-10.835826,-15.300742,10.2378,2,image_2075.png
3.862825,-13.083839,-4.9477067,3,image_2076.png
-0.96659046,-1.7060614,1.1637523,8,image_2077.png
-13.895469,-24.632603,8.187321,2,image_2078.png
21.56461,-11.233613,8.3479805,0,image_2079.png
6.8219976,-6.7836785,-6.3755555,5,image_2080.png
12.741896,-18.852928,5.1319838,0,image_2081.png
13.573456,-16.712093,4.6970816,0,image_2082.png
-20.743496,-3.9162304,-2.9121912,1,image_2083.png
18.742464,-17.060179,5.901142,0,image_2084.png
-3.6608274,-18.031036,10.954061,2,image_2085.png
-24.367725,-5.538576,-4.9611864,1,image_2086.png
2.6544082,-9.713938,-7.2471976,3,image_2087.png
2.529532,-11.857577,-9.9498205,3,image_2088.png
4.4049506,14.21767,7.6035624,4,image_2089.png
-15.006584,12.473357,-10.755125,7,image_2090.png
8.572683,-2.8698773,-1.0093267,5,image_2091.png
4.4956546,-6.549679,-18.634499,3,image_2092.png
25.20017,4.9413466,-2.1155937,6,image_2093.png
-14.78882,-6.267186,-17.742058,1,image_2094.png
-14.565532,16.261017,-8.35371,7,image_2095.png
18.67065,-2.254895,-0.6728906,6,image_2096.png
-2.75583,0.7050233,-4.618879,8,image_2097.png
-17.479006,7.833151,-3.3237681,3,image_2098.png
-7.151302,15.417846,0.9163347,9,image_2099.png
19.57276,-16.172176,4.0560484,0,image_2100.png
13.363182,-20.040194,2.0262141,0,image_2101.png
-11.581904,9.952999,-10.768281,7,image_2102.png
-22.65467,-5.720561,-9.20636,1,image_2103.png
-5.0192294,-20.685274,10.387271,2,image_2104.png
-1.8004199,-18.277294,10.930079,2,image_2105.png
6.71753,16.973797,3.653228,4,image_2106.png
0.67618424,-12.301862,-13.692315,3,image_2107.png
-21.579071,1.1346782,1.4933172,7,image_2108.png
6.757127,16.316816,7.3964715,4,image_2109.png
-21.439169,-2.0637195,2.7211006,1,image_2110.png
10.608438,-6.759332,-1.8453178,5,image_2111.png
17.620516,-12.469122,0.5136671,0,image_2112.png
25.669373,7.923011,-4.9693804,6,image_2113.png
5.2660074,-10.52467,-5.553027,3,image_2114.png
-15.0708065,15.841008,-8.021287,7,image_2115.png
-5.244482,17.161823,2.1533175,9,image_2116.png
-1.096428,-1.7472265,-3.5506155,8,image_2117.png
